-4.
0.-2.j
0.+2.j
-1.
1.5-1.3228756555322954j
1.5+1.3228756555322954j
-1.5-1.3228756555322954j
-1.5+1.3228756555322954j
0.9999999999999999
-0.27201964951406893-0.7861513777574233j
-0.27201964951406893+0.7861513777574233j
2.272019649514069-0.7861513777574235j
2.272019649514069+0.7861513777574235j
-2.272019649514069-0.7861513777574233j
-2.272019649514069+0.7861513777574233j
0.272019649514069-0.7861513777574233j
0.272019649514069+0.7861513777574233j
-0.511547141694532
0.5-0.8660254037844387j
0.5+0.8660254037844387j
2.755773570847266-0.4744767780073278j
2.755773570847266+0.4744767780073278j
-0.5-0.8660254037844386j
-0.5+0.8660254037844386j
0.7733011742417973-1.4677115087102242j
0.7733011742417973+1.4677115087102242j
1.4533976515164038
-1.4533976515164038
-0.7733011742417981-1.4677115087102244j
-0.7733011742417981+1.4677115087102244j
0.5-0.8660254037844387j
0.5+0.8660254037844387j
-2.755773570847266-0.4744767780073263j
-2.755773570847266+0.4744767780073263j
-0.5-0.8660254037844387j
-0.5+0.8660254037844387j
0.511547141694532
-0.2162584755671067-0.42658511457487436j
-0.2162584755671067+0.42658511457487436j
1.1424798227000215-0.7267031095686443j
1.1424798227000215+0.7267031095686443j
3.073778652867086-0.3001179949937664j
3.073778652867086+0.3001179949937664j
-3.073778652867085-0.3001179949937658j
-3.073778652867085+0.3001179949937658j
-1.1424798227000215-0.7267031095686441j
-1.1424798227000215+0.7267031095686441j
0.21625847556710673-0.42658511457487436j
0.21625847556710673+0.42658511457487436j
-0.324717957244746
0.21073527646796406-0.5691653502928653j
0.21073527646796406+0.5691653502928653j
1.662358978622376-0.5622795120622999j
1.662358978622376+0.5622795120622999j
3.2892647235320345-0.19930524891810736j
3.2892647235320345+0.19930524891810736j
-0.5739495178523937-0.3689894074818041j
-0.5739495178523937+0.3689894074818041j
0.6481920481756667-0.7203417364185435j
0.6481920481756667+0.7203417364185435j
1.8518079518243329-0.9112921620048733j
1.8518079518243329+0.9112921620048733j
2.1478990357047856
-0.5698402909980532
-0.21507985450097333-1.3071412786820453j
-0.21507985450097333+1.3071412786820453j
0.42750477543925675-1.5755667000232576j
0.42750477543925675+1.5755667000232576j
1.0724952245607433-0.5921114029528489j
1.0724952245607433+0.5921114029528489j
-1.0724952245607433-0.5921114029528489j
-1.0724952245607433+0.5921114029528489j
-0.4275047754392568-1.5755667000232574j
-0.4275047754392568+1.5755667000232574j
0.2150798545009735-1.3071412786820455j
0.2150798545009735+1.3071412786820455j
0.5698402909980532
-2.147899035704786
-1.8518079518243358-0.9112921620048744j
-1.8518079518243358+0.9112921620048744j
-0.6481920481756666-0.7203417364185435j
-0.6481920481756666+0.7203417364185435j
0.5739495178523937-0.3689894074818041j
0.5739495178523937+0.3689894074818041j
-3.289264723532038-0.19930524891813284j
-3.289264723532038+0.19930524891813284j
-1.6623589786223716-0.5622795120623009j
-1.6623589786223716+0.5622795120623009j
-0.21073527646796408-0.5691653502928653j
-0.21073527646796408+0.5691653502928653j
0.324717957244746
-0.16624094129333342-0.27223081824361j
-0.16624094129333342+0.27223081824361j
0.6514041337962992-0.5610938565859079j
0.6514041337962992+0.5610938565859079j
2.074885783037923-0.4270271646250384j
2.074885783037923+0.4270271646250384j
3.4399510244591376-0.13816412628283403j
3.4399510244591376+0.13816412628283403j
-0.6097212820251939-0.4159672717081666j
-0.6097212820251939+0.4159672717081666j
0.17757338772534187-1.0366103698853257j
0.17757338772534187+1.0366103698853257j
1.0564178886151838-1.3032352905501436j
1.0564178886151838+1.3032352905501436j
1.3757300056846682-0.682592192372984j
1.3757300056846682+0.682592192372984j
-1.3757300056846682-0.682592192372984j
-1.3757300056846682+0.682592192372984j
-1.0564178886151838-1.3032352905501434j
-1.0564178886151838+1.3032352905501434j
-0.17757338772534184-1.0366103698853257j
-0.17757338772534184+1.0366103698853257j
0.6097212820251938-0.4159672717081666j
0.6097212820251938+0.4159672717081666j
-3.4399510244591216-0.1381641262826996j
-3.4399510244591216+0.1381641262826996j
-2.074885783037888-0.4270271646250694j
-2.074885783037888+0.4270271646250694j
-0.6514041337962995-0.561093856585908j
-0.6514041337962995+0.561093856585908j
0.16624094129333342-0.27223081824361j
0.16624094129333342+0.27223081824361j
-0.2295879317125658
0.10076825358960778-0.40053175351851594j
0.10076825358960778+0.40053175351851594j
1.0662265631259518-0.49564051885402544j
1.0662265631259518+0.49564051885402544j
2.3992317464103605-0.32564018231533093j
2.3992317464103605+0.32564018231533093j
3.54856740273028-0.0993251272324019j
3.54856740273028+0.0993251272324019j
-0.3318345479303483-0.34573166961043733j
-0.3318345479303483+0.34573166961043733j
0.12256116687665355-0.7448617666197442j
0.12256116687665355+0.7448617666197442j
1.0000000000000009
1.7548776662466943
2.495668045112251-0.5381678341644315j
2.495668045112251+0.5381678341644315j
2.6723330056361934
-0.39512338225964977-0.5068439018059833j
-0.39512338225964977+0.5068439018059833j
-0.10487661774035043-1.552491820061879j
-0.10487661774035043+1.552491820061879j
0.24595712557670615-1.6729087362631583j
0.24595712557670615+1.6729087362631583j
0.7540428744232964-0.9112913498025148j
0.7540428744232964+0.9112913498025148j
1.
-0.9999999999999999
-0.7540428744232964-0.9112913498025149j
-0.7540428744232964+0.9112913498025149j
-0.24595712557670327-1.6729087362631623j
-0.24595712557670327+1.6729087362631623j
0.10487661774034988-1.5524918200618796j
0.10487661774034988+1.5524918200618796j
0.39512338225964977-0.5068439018059834j
0.39512338225964977+0.5068439018059834j
-2.672333005636261
-2.495668045112268-0.5381678341643997j
-2.495668045112268+0.5381678341643997j
-1.754877666246691
-0.9999999999999997
-0.12256116687665364-0.7448617666197443j
-0.12256116687665364+0.7448617666197443j
0.3318345479303483-0.34573166961043733j
0.3318345479303483+0.34573166961043733j
-3.5485674027303227-0.0993251272326126j
-3.5485674027303227+0.0993251272326126j
-2.399231746410425-0.32564018231529057j
-2.399231746410425+0.32564018231529057j
-1.06622656312595-0.4956405188540263j
-1.06622656312595+0.4956405188540263j
-0.1007682535896079-0.4005317535185159j
-0.1007682535896079+0.4005317535185159j
0.22958793171256583
-0.13110621356627994-0.1908796545213636j
-0.13110621356627994+0.1908796545213636j
0.41032479360619184-0.4323594488015223j
0.41032479360619184+0.4323594488015223j
1.4371718187716562-0.4191987481509207j
1.4371718187716562+0.4191987481509207j
2.654570077499765-0.2513386045100545j
2.654570077499765+0.2513386045100545j
3.6290395236903055-0.07361965063656122j
3.6290395236903055+0.07361965063656122j
-0.7117163068894123-0.18294324471780637j
-0.7117163068894123+0.18294324471780637j
-0.03274504532958969-0.47714675442739685j
-0.03274504532958969+0.47714675442739685j
1.1652735193330832-0.9432211790118116j
1.1652735193330832+0.9432211790118116j
1.6607181745858435-1.0110108315325712j
1.6607181745858435+1.0110108315325712j
1.9184696583000616-0.3619931622302942j
1.9184696583000616+0.3619931622302942j
-1.9184696583000758-0.361993162230355j
-1.9184696583000758+0.361993162230355j
-1.6607181745858417-1.011010831532569j
-1.6607181745858417+1.011010831532569j
-1.1652735193330872-0.9432211790118136j
-1.1652735193330872+0.9432211790118136j
0.03274504532958968-0.47714675442739685j
0.03274504532958968+0.47714675442739685j
0.7117163068894123-0.1829432447178064j
0.7117163068894123+0.1829432447178064j
-3.6290395236888546-0.07361965064038012j
-3.6290395236888546+0.07361965064038012j
-2.6545700774995304-0.2513386045104428j
-2.6545700774995304+0.2513386045104428j
-1.4371718187716183-0.41919874815090813j
-1.4371718187716183+0.41919874815090813j
-0.41032479360619173-0.4323594488015222j
-0.41032479360619173+0.4323594488015222j
0.13110621356627994-0.1908796545213637j
0.13110621356627994+0.1908796545213637j
-0.17329198665214524
0.050875385167085244-0.2978821799010751j
0.050875385167085244+0.2978821799010751j
0.7296059044190035-0.41386823204698203j
0.7296059044190035+0.41386823204698203j
1.759002154524644-0.34901533322781j
1.759002154524644+0.34901533322781j
2.8570400889055843-0.19680190092711758j
2.8570400889055843+0.19680190092711758j
3.690122460308187-0.05599250466197774j
3.690122460308187+0.05599250466197774j
-0.32695702446002545-0.18793688565553995j
-0.32695702446002545+0.18793688565553995j
0.18216914819043784-0.5050106117644336j
0.18216914819043784+0.5050106117644336j
0.8063402875471248-0.7053665654027583j
0.8063402875471248+0.7053665654027583j
1.287199031728994
2.5526083192453766
2.907053348972882-0.3299774022714678j
2.907053348972882+0.3299774022714678j
3.022981128521697
-0.5167911601454052
-0.3942595196748392-0.49684229962405807j
-0.3942595196748392+0.49684229962405807j
0.12999107051002873-0.6013323651624324j
0.12999107051002873+0.6013323651624324j
1.3610396460741587-0.6413982545816792j
1.3610396460741587+0.6413982545816792j
2.0089692834157997-0.7951678086629559j
2.0089692834157997+0.7951678086629559j
2.152655099747558-0.4195817300953519j
2.152655099747558+0.4195817300953519j
-0.7131903026234392-0.20071692525867138j
-0.7131903026234392+0.20071692525867138j
-0.11595295313149749-0.6623845871989562j
-0.11595295313149749+0.6623845871989562j
0.5818025761252885-1.0507846038089095j
0.5818025761252885+1.0507846038089095j
1.2179379037428029-1.2525185736442728j
1.2179379037428029+1.2525185736442728j
1.2627754529963013
1.39801504938869-0.9714462333799j
1.39801504938869+0.9714462333799j
-0.4162835411737356
-0.23367685202836594-0.8855567602321667j
-0.23367685202836594+0.8855567602321667j
-0.05818137738476568-1.6912791495141957j
-0.05818137738476568+1.6912791495141957j
0.14905041192503596-1.7499147622780005j
0.14905041192503596+1.7499147622780005j
0.5184892783394202-1.1289752084758384j
0.5184892783394202+1.1289752084758384j
0.8324603097355505-0.3837324950291596j
0.8324603097355505+0.3837324950291596j
-0.8324603097355504-0.3837324950291597j
-0.8324603097355504+0.3837324950291597j
-0.5184892783394202-1.1289752084758387j
-0.5184892783394202+1.1289752084758387j
-0.14905041192503019-1.7499147622780347j
-0.14905041192503019+1.7499147622780347j
0.058181377384766544-1.691279149514195j
0.058181377384766544+1.691279149514195j
0.23367685202836594-0.8855567602321666j
0.23367685202836594+0.8855567602321666j
0.4162835411737356
-1.3980150493886916-0.9714462333799002j
-1.3980150493886916+0.9714462333799002j
-1.2627754529963013
-1.2179379037428055-1.2525185736442712j
-1.2179379037428055+1.2525185736442712j
-0.5818025761252889-1.050784603808909j
-0.5818025761252889+1.050784603808909j
0.11595295313149746-0.6623845871989562j
0.11595295313149746+0.6623845871989562j
0.7131903026234392-0.20071692525867135j
0.7131903026234392+0.20071692525867135j
-2.152655099747574-0.41958173009545824j
-2.152655099747574+0.41958173009545824j
-2.008969283415824-0.7951678086629749j
-2.008969283415824+0.7951678086629749j
-1.3610396460741543-0.6413982545816924j
-1.3610396460741543+0.6413982545816924j
-0.12999107051002876-0.6013323651624324j
-0.12999107051002876+0.6013323651624324j
0.39425951967483924-0.496842299624058j
0.39425951967483924+0.496842299624058j
0.5167911601454052
-3.022981128525691
-2.9070533489801353-0.32997740227323147j
-2.9070533489801353+0.32997740227323147j
-2.5526083192494533
-1.2871990317289896
-0.8063402875471237-0.705366565402761j
-0.8063402875471237+0.705366565402761j
-0.18216914819043784-0.5050106117644336j
-0.18216914819043784+0.5050106117644336j
0.32695702446002545-0.18793688565553995j
0.32695702446002545+0.18793688565553995j
-3.690122460313393-0.05599250466360887j
-3.690122460313393+0.05599250466360887j
-2.857040088905879-0.196801900926399j
-2.857040088905879+0.196801900926399j
-1.7590021545245718-0.3490153332271872j
-1.7590021545245718+0.3490153332271872j
-0.7296059044190056-0.4138682320469819j
-0.7296059044190056+0.4138682320469819j
-0.050875385167085264-0.2978821799010751j
-0.050875385167085264+0.2978821799010751j
0.17329198665214524
-0.10629211160557692-0.1422975387848238j
-0.10629211160557692+0.1422975387848238j
0.27760722781604236-0.34065193189833154j
0.27760722781604236+0.34065193189833154j
1.0380194695741483-0.37514822258418995j
1.0380194695741483+0.37514822258418995j
2.0339991964531707-0.2896128923344132j
2.0339991964531707+0.2896128923344132j
3.019185380695477-0.15634974285672804j
3.019185380695477+0.15634974285672804j
3.7374808370575363-0.04353067993031861j
3.7374808370575363+0.04353067993031861j
-0.38507752489128494-0.3707891966559941j
-0.38507752489128494+0.3707891966559941j
-0.25429430585848783-1.0716711927624043j
-0.25429430585848783+1.0716711927624043j
0.14962537347174287-1.3676902526993755j
0.14962537347174287+1.3676902526993755j
0.5596796949784443-1.4710716744356518j
0.5596796949784443+1.4710716744356518j
0.7464014079598369-1.0589216469325202j
0.7464014079598369+1.0589216469325202j
1.1836653543397482-0.2546582290898327j
1.1836653543397482+0.2546582290898327j
-1.1836653543397482-0.25465822908983327j
-1.1836653543397482+0.25465822908983327j
-0.7464014079598371-1.058921646932521j
-0.7464014079598371+1.058921646932521j
-0.5596796949784447-1.471071674435654j
